时间,电压传感器值,电流传感器值,位移传感器值,
  14:00:44 ,0,0,0,
  14:00:44 ,0,0,0,
  14:00:43 ,0,0,0,
  14:00:43 ,0,0,0,
  14:00:43 ,0,0,0,
  14:00:43 ,0,0,0,
  14:00:43 ,0,0,0,
  14:00:42 ,0,0,0,
  14:00:42 ,0,0,0,
  14:00:42 ,0,0,0,
  14:00:42 ,0,0,0,
  14:00:42 ,0,0,0,
  14:00:41 ,0,0,0,
  14:00:41 ,0,0,0,
  14:00:41 ,0,0,0,
  14:00:41 ,0,0,0,
  14:00:41 ,0,0,0,
  14:00:40 ,0,0,0,
  14:00:40 ,0,0,0,
  14:00:40 ,0,0,0,
  14:00:40 ,0,0,0,
  14:00:40 ,0,0,0,
  14:00:39 ,0,0,0,
  14:00:39 ,0,0,0,
  14:00:39 ,0,0,0,
  14:00:39 ,0,0,0,
  14:00:39 ,0,0,0,
  14:00:38 ,0,0,0,
  14:00:38 ,0,0,0,
  14:00:38 ,0,0,0,
  14:00:38 ,0,0,0,
  14:00:38 ,0,0,0,
  14:00:37 ,0,0,0,
  14:00:37 ,0,0,0,
  14:00:37 ,0,0,0,
  14:00:37 ,0,0,0,
  14:00:37 ,0,0,0,
  14:00:36 ,0,0,0,
  14:00:36 ,0,0,0,
  14:00:36 ,0,0,0,
  14:00:36 ,0,0,0,
  14:00:36 ,0,0,0,
  14:00:35 ,0,0,0,
  14:00:35 ,0,0,0,
  14:00:35 ,0,0,0,
  14:00:35 ,0,0,0,
  14:00:35 ,0,0,0,
  14:00:34 ,0,0,0,
  14:00:34 ,0,0,0,
  14:00:34 ,0,0,0,
  14:00:34 ,0,0,0,
  14:00:34 ,0,0,0,
  14:00:33 ,0,0,0,
  14:00:33 ,0,0,0,
  14:00:33 ,0,0,0,
  14:00:33 ,0,0,0,
  14:00:33 ,0,0,0,
  14:00:32 ,0,0,0,
  14:00:32 ,0,0,0,
  14:00:32 ,0,0,0,
  14:00:32 ,0,0,0,
  14:00:32 ,0,0,0,
  14:00:31 ,0,0,0,
  14:00:31 ,0,0,0,
  14:00:31 ,0,0,0,
  14:00:31 ,0,0,0,
  14:00:31 ,0,0,0,
  14:00:30 ,0,0,0,
  14:00:30 ,0,0,0,
  14:00:30 ,0,0,0,
  14:00:30 ,0,0,0,
  14:00:30 ,0,0,0,
  14:00:29 ,0,0,0,
  14:00:29 ,0,0,0,
  14:00:29 ,0,0,0,
  14:00:29 ,0,0,0,
  14:00:29 ,0,0,0,
  14:00:28 ,0,0,0,
  14:00:25 ,0,0,0,
  14:00:25 ,0,0,0,
  14:00:25 ,0,0,0,
  14:00:24 ,0,0,0,
  14:00:24 ,0,0,0,
  14:00:24 ,0,0,0,
  14:00:24 ,0,0,0,
  14:00:24 ,0,0,0,
  14:00:23 ,0,0,0,
  14:00:23 ,0,0,0,
  14:00:23 ,0,0,0,
  14:00:23 ,0,0,0,
  14:00:23 ,0,0,0,
  14:00:22 ,0,0,0,
  14:00:22 ,0,0,0,
  14:00:22 ,0,0,0,
  14:00:22 ,0,0,0,
  14:00:22 ,0,0,0,
  14:00:21 ,0,0,0,
  14:00:21 ,0,0,0,
  14:00:21 ,0,0,0,
  14:00:21 ,0,0,0,
  14:00:21 ,0,0,0,
  14:00:20 ,0,0,0,
  14:00:20 ,0,0,0,
  14:00:20 ,0,0,0,
  14:00:20 ,0,0,0,
  14:00:20 ,0,0,0,
  14:00:19 ,0,0,0,
  14:00:19 ,0,0,0,
  14:00:19 ,0,0,0,
  14:00:19 ,0,0,0,
  14:00:19 ,0,0,0,
  14:00:18 ,0,0,0,
  14:00:18 ,0,0,0,
  14:00:18 ,0,0,0,
  14:00:18 ,0,0,0,
  14:00:18 ,0,0,0,
  14:00:17 ,0,0,0,
  14:00:17 ,0,0,0,
  14:00:17 ,0,0,0,
  14:00:17 ,0,0,0,
  14:00:17 ,0,0,0,
  14:00:16 ,0,0,0,
  14:00:16 ,0,0,0,
  14:00:16 ,0,0,0,
  14:00:16 ,0,0,0,
  14:00:16 ,0,0,0,
  14:00:15 ,0,0,0,
  14:00:15 ,0,0,0,
  14:00:15 ,0,0,0,
  14:00:15 ,0,0,0,
  14:00:15 ,0,0,0,
  14:00:14 ,0,0,0,
  14:00:14 ,0,0,0,
  14:00:14 ,0,0,0,
  14:00:14 ,0,0,0,
  14:00:14 ,0,0,0,
  14:00:13 ,0,0,0,
  14:00:13 ,0,0,0,
  14:00:13 ,0,0,0,
  14:00:13 ,0,0,0,
  14:00:13 ,0,0,0,
  14:00:12 ,0,0,0,
  14:00:12 ,0,0,0,
  14:00:12 ,0,0,0,
  14:00:12 ,0,0,0,
  14:00:12 ,0,0,0,
  14:00:11 ,0,0,0,
